Label,Accession,Title,Sample_title,Sample_geo_accession,Sample_source_name_ch1,Sample_characteristics_ch1,Sample_characteristics_ch1.1,Sample_characteristics_ch1.2,Sample_description,ID_REF
4,GSM1884146,"HRV UVA Subject 16, Hour 24",HRV.UVA.Subject.16..Hour.24,GSM1884146,"peripheral blood of HRV UVA subject 16, hour 24",virus: HRV,time point: hour 24,subject: HRV UVA subject 16,HRV_UVA_SAMPLE_232,GSM1884146
4,GSM1884147,"HRV UVA Subject 16, Hour 30",HRV.UVA.Subject.16..Hour.30,GSM1884147,"peripheral blood of HRV UVA subject 16, hour 30",virus: HRV,time point: hour 30,subject: HRV UVA subject 16,HRV_UVA_SAMPLE_233,GSM1884147
4,GSM1884148,"HRV UVA Subject 16, Hour 42",HRV.UVA.Subject.16..Hour.42,GSM1884148,"peripheral blood of HRV UVA subject 16, hour 42",virus: HRV,time point: hour 42,subject: HRV UVA subject 16,HRV_UVA_SAMPLE_234,GSM1884148
4,GSM1884149,"HRV UVA Subject 16, Hour 72",HRV.UVA.Subject.16..Hour.72,GSM1884149,"peripheral blood of HRV UVA subject 16, hour 72",virus: HRV,time point: hour 72,subject: HRV UVA subject 16,HRV_UVA_SAMPLE_235,GSM1884149
4,GSM1884150,"HRV UVA Subject 16, Hour 96",HRV.UVA.Subject.16..Hour.96,GSM1884150,"peripheral blood of HRV UVA subject 16, hour 96",virus: HRV,time point: hour 96,subject: HRV UVA subject 16,HRV_UVA_SAMPLE_236,GSM1884150
5,GSM1884151,"HRV UVA Subject 16, Hour 120",HRV.UVA.Subject.16..Hour.120,GSM1884151,"peripheral blood of HRV UVA subject 16, hour 120",virus: HRV,time point: hour 120,subject: HRV UVA subject 16,HRV_UVA_SAMPLE_237,GSM1884151
1,GSM1884166,"HRV UVA Subject 18, Hour -11",HRV.UVA.Subject.18..Hour..11,GSM1884166,"peripheral blood of HRV UVA subject 18, hour -11",virus: HRV,time point: hour -11,subject: HRV UVA subject 18,HRV_UVA_SAMPLE_252,GSM1884166
1,GSM1884167,"HRV UVA Subject 18, Hour 0",HRV.UVA.Subject.18..Hour.0,GSM1884167,"peripheral blood of HRV UVA subject 18, hour 0",virus: HRV,time point: hour 0,subject: HRV UVA subject 18,HRV_UVA_SAMPLE_253,GSM1884167
2,GSM1884168,"HRV UVA Subject 18, Hour 4",HRV.UVA.Subject.18..Hour.4,GSM1884168,"peripheral blood of HRV UVA subject 18, hour 4",virus: HRV,time point: hour 4,subject: HRV UVA subject 18,HRV_UVA_SAMPLE_254,GSM1884168
2,GSM1884169,"HRV UVA Subject 18, Hour 8",HRV.UVA.Subject.18..Hour.8,GSM1884169,"peripheral blood of HRV UVA subject 18, hour 8",virus: HRV,time point: hour 8,subject: HRV UVA subject 18,HRV_UVA_SAMPLE_255,GSM1884169
2,GSM1884170,"HRV UVA Subject 18, Hour 12",HRV.UVA.Subject.18..Hour.12,GSM1884170,"peripheral blood of HRV UVA subject 18, hour 12",virus: HRV,time point: hour 12,subject: HRV UVA subject 18,HRV_UVA_SAMPLE_256,GSM1884170
2,GSM1884171,"HRV UVA Subject 18, Hour 16",HRV.UVA.Subject.18..Hour.16,GSM1884171,"peripheral blood of HRV UVA subject 18, hour 16",virus: HRV,time point: hour 16,subject: HRV UVA subject 18,HRV_UVA_SAMPLE_257,GSM1884171
2,GSM1884172,"HRV UVA Subject 18, Hour 20",HRV.UVA.Subject.18..Hour.20,GSM1884172,"peripheral blood of HRV UVA subject 18, hour 20",virus: HRV,time point: hour 20,subject: HRV UVA subject 18,HRV_UVA_SAMPLE_258,GSM1884172
2,GSM1884173,"HRV UVA Subject 18, Hour 24",HRV.UVA.Subject.18..Hour.24,GSM1884173,"peripheral blood of HRV UVA subject 18, hour 24",virus: HRV,time point: hour 24,subject: HRV UVA subject 18,HRV_UVA_SAMPLE_259,GSM1884173
2,GSM1884174,"HRV UVA Subject 18, Hour 30",HRV.UVA.Subject.18..Hour.30,GSM1884174,"peripheral blood of HRV UVA subject 18, hour 30",virus: HRV,time point: hour 30,subject: HRV UVA subject 18,HRV_UVA_SAMPLE_260,GSM1884174
2,GSM1884175,"HRV UVA Subject 18, Hour 36",HRV.UVA.Subject.18..Hour.36,GSM1884175,"peripheral blood of HRV UVA subject 18, hour 36",virus: HRV,time point: hour 36,subject: HRV UVA subject 18,HRV_UVA_SAMPLE_261,GSM1884175
2,GSM1884176,"HRV UVA Subject 18, Hour 42",HRV.UVA.Subject.18..Hour.42,GSM1884176,"peripheral blood of HRV UVA subject 18, hour 42",virus: HRV,time point: hour 42,subject: HRV UVA subject 18,HRV_UVA_SAMPLE_262,GSM1884176
2,GSM1884177,"HRV UVA Subject 18, Hour 48",HRV.UVA.Subject.18..Hour.48,GSM1884177,"peripheral blood of HRV UVA subject 18, hour 48",virus: HRV,time point: hour 48,subject: HRV UVA subject 18,HRV_UVA_SAMPLE_263,GSM1884177
2,GSM1884178,"HRV UVA Subject 18, Hour 72",HRV.UVA.Subject.18..Hour.72,GSM1884178,"peripheral blood of HRV UVA subject 18, hour 72",virus: HRV,time point: hour 72,subject: HRV UVA subject 18,HRV_UVA_SAMPLE_264,GSM1884178
2,GSM1884179,"HRV UVA Subject 18, Hour 96",HRV.UVA.Subject.18..Hour.96,GSM1884179,"peripheral blood of HRV UVA subject 18, hour 96",virus: HRV,time point: hour 96,subject: HRV UVA subject 18,HRV_UVA_SAMPLE_265,GSM1884179
2,GSM1884180,"HRV UVA Subject 18, Hour 120",HRV.UVA.Subject.18..Hour.120,GSM1884180,"peripheral blood of HRV UVA subject 18, hour 120",virus: HRV,time point: hour 120,subject: HRV UVA subject 18,HRV_UVA_SAMPLE_266,GSM1884180
1,GSM1884181,"HRV UVA Subject 19, Hour -11",HRV.UVA.Subject.19..Hour..11,GSM1884181,"peripheral blood of HRV UVA subject 19, hour -11",virus: HRV,time point: hour -11,subject: HRV UVA subject 19,HRV_UVA_SAMPLE_267,GSM1884181
1,GSM1884182,"HRV UVA Subject 19, Hour 0",HRV.UVA.Subject.19..Hour.0,GSM1884182,"peripheral blood of HRV UVA subject 19, hour 0",virus: HRV,time point: hour 0,subject: HRV UVA subject 19,HRV_UVA_SAMPLE_268,GSM1884182
2,GSM1884183,"HRV UVA Subject 19, Hour 4",HRV.UVA.Subject.19..Hour.4,GSM1884183,"peripheral blood of HRV UVA subject 19, hour 4",virus: HRV,time point: hour 4,subject: HRV UVA subject 19,HRV_UVA_SAMPLE_269,GSM1884183
2,GSM1884184,"HRV UVA Subject 19, Hour 12",HRV.UVA.Subject.19..Hour.12,GSM1884184,"peripheral blood of HRV UVA subject 19, hour 12",virus: HRV,time point: hour 12,subject: HRV UVA subject 19,HRV_UVA_SAMPLE_270,GSM1884184
2,GSM1884185,"HRV UVA Subject 19, Hour 16",HRV.UVA.Subject.19..Hour.16,GSM1884185,"peripheral blood of HRV UVA subject 19, hour 16",virus: HRV,time point: hour 16,subject: HRV UVA subject 19,HRV_UVA_SAMPLE_271,GSM1884185
2,GSM1884186,"HRV UVA Subject 19, Hour 20",HRV.UVA.Subject.19..Hour.20,GSM1884186,"peripheral blood of HRV UVA subject 19, hour 20",virus: HRV,time point: hour 20,subject: HRV UVA subject 19,HRV_UVA_SAMPLE_272,GSM1884186
2,GSM1884187,"HRV UVA Subject 19, Hour 24",HRV.UVA.Subject.19..Hour.24,GSM1884187,"peripheral blood of HRV UVA subject 19, hour 24",virus: HRV,time point: hour 24,subject: HRV UVA subject 19,HRV_UVA_SAMPLE_273,GSM1884187
2,GSM1884188,"HRV UVA Subject 19, Hour 30",HRV.UVA.Subject.19..Hour.30,GSM1884188,"peripheral blood of HRV UVA subject 19, hour 30",virus: HRV,time point: hour 30,subject: HRV UVA subject 19,HRV_UVA_SAMPLE_274,GSM1884188
2,GSM1884189,"HRV UVA Subject 19, Hour 36",HRV.UVA.Subject.19..Hour.36,GSM1884189,"peripheral blood of HRV UVA subject 19, hour 36",virus: HRV,time point: hour 36,subject: HRV UVA subject 19,HRV_UVA_SAMPLE_275,GSM1884189
2,GSM1884190,"HRV UVA Subject 19, Hour 42",HRV.UVA.Subject.19..Hour.42,GSM1884190,"peripheral blood of HRV UVA subject 19, hour 42",virus: HRV,time point: hour 42,subject: HRV UVA subject 19,HRV_UVA_SAMPLE_276,GSM1884190
2,GSM1884191,"HRV UVA Subject 19, Hour 48",HRV.UVA.Subject.19..Hour.48,GSM1884191,"peripheral blood of HRV UVA subject 19, hour 48",virus: HRV,time point: hour 48,subject: HRV UVA subject 19,HRV_UVA_SAMPLE_277,GSM1884191
2,GSM1884192,"HRV UVA Subject 19, Hour 72",HRV.UVA.Subject.19..Hour.72,GSM1884192,"peripheral blood of HRV UVA subject 19, hour 72",virus: HRV,time point: hour 72,subject: HRV UVA subject 19,HRV_UVA_SAMPLE_278,GSM1884192
2,GSM1884193,"HRV UVA Subject 19, Hour 96",HRV.UVA.Subject.19..Hour.96,GSM1884193,"peripheral blood of HRV UVA subject 19, hour 96",virus: HRV,time point: hour 96,subject: HRV UVA subject 19,HRV_UVA_SAMPLE_279,GSM1884193
2,GSM1884194,"HRV UVA Subject 19, Hour 120",HRV.UVA.Subject.19..Hour.120,GSM1884194,"peripheral blood of HRV UVA subject 19, hour 120",virus: HRV,time point: hour 120,subject: HRV UVA subject 19,HRV_UVA_SAMPLE_280,GSM1884194
1,GSM1884195,"HRV UVA Subject 20, Hour -11",HRV.UVA.Subject.20..Hour..11,GSM1884195,"peripheral blood of HRV UVA subject 20, hour -11",virus: HRV,time point: hour -11,subject: HRV UVA subject 20,HRV_UVA_SAMPLE_281,GSM1884195
1,GSM1884196,"HRV UVA Subject 20, Hour 0",HRV.UVA.Subject.20..Hour.0,GSM1884196,"peripheral blood of HRV UVA subject 20, hour 0",virus: HRV,time point: hour 0,subject: HRV UVA subject 20,HRV_UVA_SAMPLE_282,GSM1884196
3,GSM1884197,"HRV UVA Subject 20, Hour 4",HRV.UVA.Subject.20..Hour.4,GSM1884197,"peripheral blood of HRV UVA subject 20, hour 4",virus: HRV,time point: hour 4,subject: HRV UVA subject 20,HRV_UVA_SAMPLE_283,GSM1884197
3,GSM1884198,"HRV UVA Subject 20, Hour 8",HRV.UVA.Subject.20..Hour.8,GSM1884198,"peripheral blood of HRV UVA subject 20, hour 8",virus: HRV,time point: hour 8,subject: HRV UVA subject 20,HRV_UVA_SAMPLE_284,GSM1884198
3,GSM1884199,"HRV UVA Subject 20, Hour 12",HRV.UVA.Subject.20..Hour.12,GSM1884199,"peripheral blood of HRV UVA subject 20, hour 12",virus: HRV,time point: hour 12,subject: HRV UVA subject 20,HRV_UVA_SAMPLE_285,GSM1884199
3,GSM1884200,"HRV UVA Subject 20, Hour 16",HRV.UVA.Subject.20..Hour.16,GSM1884200,"peripheral blood of HRV UVA subject 20, hour 16",virus: HRV,time point: hour 16,subject: HRV UVA subject 20,HRV_UVA_SAMPLE_286,GSM1884200
3,GSM1884201,"HRV UVA Subject 20, Hour 20",HRV.UVA.Subject.20..Hour.20,GSM1884201,"peripheral blood of HRV UVA subject 20, hour 20",virus: HRV,time point: hour 20,subject: HRV UVA subject 20,HRV_UVA_SAMPLE_287,GSM1884201
3,GSM1884202,"HRV UVA Subject 20, Hour 24",HRV.UVA.Subject.20..Hour.24,GSM1884202,"peripheral blood of HRV UVA subject 20, hour 24",virus: HRV,time point: hour 24,subject: HRV UVA subject 20,HRV_UVA_SAMPLE_288,GSM1884202
3,GSM1884203,"HRV UVA Subject 20, Hour 30",HRV.UVA.Subject.20..Hour.30,GSM1884203,"peripheral blood of HRV UVA subject 20, hour 30",virus: HRV,time point: hour 30,subject: HRV UVA subject 20,HRV_UVA_SAMPLE_289,GSM1884203
3,GSM1884204,"HRV UVA Subject 20, Hour 36",HRV.UVA.Subject.20..Hour.36,GSM1884204,"peripheral blood of HRV UVA subject 20, hour 36",virus: HRV,time point: hour 36,subject: HRV UVA subject 20,HRV_UVA_SAMPLE_290,GSM1884204
3,GSM1884205,"HRV UVA Subject 20, Hour 42",HRV.UVA.Subject.20..Hour.42,GSM1884205,"peripheral blood of HRV UVA subject 20, hour 42",virus: HRV,time point: hour 42,subject: HRV UVA subject 20,HRV_UVA_SAMPLE_291,GSM1884205
4,GSM1884206,"HRV UVA Subject 20, Hour 48",HRV.UVA.Subject.20..Hour.48,GSM1884206,"peripheral blood of HRV UVA subject 20, hour 48",virus: HRV,time point: hour 48,subject: HRV UVA subject 20,HRV_UVA_SAMPLE_292,GSM1884206
4,GSM1884207,"HRV UVA Subject 20, Hour 72",HRV.UVA.Subject.20..Hour.72,GSM1884207,"peripheral blood of HRV UVA subject 20, hour 72",virus: HRV,time point: hour 72,subject: HRV UVA subject 20,HRV_UVA_SAMPLE_293,GSM1884207
4,GSM1884208,"HRV UVA Subject 20, Hour 96",HRV.UVA.Subject.20..Hour.96,GSM1884208,"peripheral blood of HRV UVA subject 20, hour 96",virus: HRV,time point: hour 96,subject: HRV UVA subject 20,HRV_UVA_SAMPLE_294,GSM1884208
4,GSM1884209,"HRV UVA Subject 20, Hour 120",HRV.UVA.Subject.20..Hour.120,GSM1884209,"peripheral blood of HRV UVA subject 20, hour 120",virus: HRV,time point: hour 120,subject: HRV UVA subject 20,HRV_UVA_SAMPLE_295,GSM1884209
1,GSM1884210,"RSV DEE1 Subject 1, Hour -38",RSV.DEE1.Subject.1..Hour..38,GSM1884210,"peripheral blood of RSV DEE1 subject 1, hour -38",virus: RSV,time point: hour -38,subject: RSV DEE1 subject 1,RSV_DEE1_SAMPLE_1,GSM1884210
1,GSM1884211,"RSV DEE1 Subject 1, Hour 0",RSV.DEE1.Subject.1..Hour.0,GSM1884211,"peripheral blood of RSV DEE1 subject 1, hour 0",virus: RSV,time point: hour 0,subject: RSV DEE1 subject 1,RSV_DEE1_SAMPLE_2,GSM1884211
3,GSM1884212,"RSV DEE1 Subject 1, Hour 5",RSV.DEE1.Subject.1..Hour.5,GSM1884212,"peripheral blood of RSV DEE1 subject 1, hour 5",virus: RSV,time point: hour 5,subject: RSV DEE1 subject 1,RSV_DEE1_SAMPLE_3,GSM1884212
3,GSM1884213,"RSV DEE1 Subject 1, Hour 12",RSV.DEE1.Subject.1..Hour.12,GSM1884213,"peripheral blood of RSV DEE1 subject 1, hour 12",virus: RSV,time point: hour 12,subject: RSV DEE1 subject 1,RSV_DEE1_SAMPLE_4,GSM1884213
3,GSM1884214,"RSV DEE1 Subject 1, Hour 22",RSV.DEE1.Subject.1..Hour.22,GSM1884214,"peripheral blood of RSV DEE1 subject 1, hour 22",virus: RSV,time point: hour 22,subject: RSV DEE1 subject 1,RSV_DEE1_SAMPLE_5,GSM1884214
3,GSM1884215,"RSV DEE1 Subject 1, Hour 29",RSV.DEE1.Subject.1..Hour.29,GSM1884215,"peripheral blood of RSV DEE1 subject 1, hour 29",virus: RSV,time point: hour 29,subject: RSV DEE1 subject 1,RSV_DEE1_SAMPLE_6,GSM1884215
3,GSM1884216,"RSV DEE1 Subject 1, Hour 36",RSV.DEE1.Subject.1..Hour.36,GSM1884216,"peripheral blood of RSV DEE1 subject 1, hour 36",virus: RSV,time point: hour 36,subject: RSV DEE1 subject 1,RSV_DEE1_SAMPLE_7,GSM1884216
3,GSM1884217,"RSV DEE1 Subject 1, Hour 46",RSV.DEE1.Subject.1..Hour.46,GSM1884217,"peripheral blood of RSV DEE1 subject 1, hour 46",virus: RSV,time point: hour 46,subject: RSV DEE1 subject 1,RSV_DEE1_SAMPLE_8,GSM1884217
3,GSM1884218,"RSV DEE1 Subject 1, Hour 53",RSV.DEE1.Subject.1..Hour.53,GSM1884218,"peripheral blood of RSV DEE1 subject 1, hour 53",virus: RSV,time point: hour 53,subject: RSV DEE1 subject 1,RSV_DEE1_SAMPLE_9,GSM1884218
3,GSM1884219,"RSV DEE1 Subject 1, Hour 60",RSV.DEE1.Subject.1..Hour.60,GSM1884219,"peripheral blood of RSV DEE1 subject 1, hour 60",virus: RSV,time point: hour 60,subject: RSV DEE1 subject 1,RSV_DEE1_SAMPLE_10,GSM1884219
3,GSM1884220,"RSV DEE1 Subject 1, Hour 70",RSV.DEE1.Subject.1..Hour.70,GSM1884220,"peripheral blood of RSV DEE1 subject 1, hour 70",virus: RSV,time point: hour 70,subject: RSV DEE1 subject 1,RSV_DEE1_SAMPLE_11,GSM1884220
4,GSM1884221,"RSV DEE1 Subject 1, Hour 77",RSV.DEE1.Subject.1..Hour.77,GSM1884221,"peripheral blood of RSV DEE1 subject 1, hour 77",virus: RSV,time point: hour 77,subject: RSV DEE1 subject 1,RSV_DEE1_SAMPLE_12,GSM1884221
4,GSM1884222,"RSV DEE1 Subject 1, Hour 84",RSV.DEE1.Subject.1..Hour.84,GSM1884222,"peripheral blood of RSV DEE1 subject 1, hour 84",virus: RSV,time point: hour 84,subject: RSV DEE1 subject 1,RSV_DEE1_SAMPLE_13,GSM1884222
4,GSM1884223,"RSV DEE1 Subject 1, Hour 94",RSV.DEE1.Subject.1..Hour.94,GSM1884223,"peripheral blood of RSV DEE1 subject 1, hour 94",virus: RSV,time point: hour 94,subject: RSV DEE1 subject 1,RSV_DEE1_SAMPLE_14,GSM1884223
4,GSM1884224,"RSV DEE1 Subject 1, Hour 101",RSV.DEE1.Subject.1..Hour.101,GSM1884224,"peripheral blood of RSV DEE1 subject 1, hour 101",virus: RSV,time point: hour 101,subject: RSV DEE1 subject 1,RSV_DEE1_SAMPLE_15,GSM1884224
4,GSM1884225,"RSV DEE1 Subject 1, Hour 108",RSV.DEE1.Subject.1..Hour.108,GSM1884225,"peripheral blood of RSV DEE1 subject 1, hour 108",virus: RSV,time point: hour 108,subject: RSV DEE1 subject 1,RSV_DEE1_SAMPLE_16,GSM1884225
4,GSM1884226,"RSV DEE1 Subject 1, Hour 118",RSV.DEE1.Subject.1..Hour.118,GSM1884226,"peripheral blood of RSV DEE1 subject 1, hour 118",virus: RSV,time point: hour 118,subject: RSV DEE1 subject 1,RSV_DEE1_SAMPLE_17,GSM1884226
4,GSM1884227,"RSV DEE1 Subject 1, Hour 125",RSV.DEE1.Subject.1..Hour.125,GSM1884227,"peripheral blood of RSV DEE1 subject 1, hour 125",virus: RSV,time point: hour 125,subject: RSV DEE1 subject 1,RSV_DEE1_SAMPLE_18,GSM1884227
4,GSM1884228,"RSV DEE1 Subject 1, Hour 132",RSV.DEE1.Subject.1..Hour.132,GSM1884228,"peripheral blood of RSV DEE1 subject 1, hour 132",virus: RSV,time point: hour 132,subject: RSV DEE1 subject 1,RSV_DEE1_SAMPLE_19,GSM1884228
4,GSM1884229,"RSV DEE1 Subject 1, Hour 142",RSV.DEE1.Subject.1..Hour.142,GSM1884229,"peripheral blood of RSV DEE1 subject 1, hour 142",virus: RSV,time point: hour 142,subject: RSV DEE1 subject 1,RSV_DEE1_SAMPLE_20,GSM1884229
4,GSM1884230,"RSV DEE1 Subject 1, Hour 166",RSV.DEE1.Subject.1..Hour.166,GSM1884230,"peripheral blood of RSV DEE1 subject 1, hour 166",virus: RSV,time point: hour 166,subject: RSV DEE1 subject 1,RSV_DEE1_SAMPLE_21,GSM1884230
1,GSM1884231,"RSV DEE1 Subject 2, Hour -38",RSV.DEE1.Subject.2..Hour..38,GSM1884231,"peripheral blood of RSV DEE1 subject 2, hour -38",virus: RSV,time point: hour -38,subject: RSV DEE1 subject 2,RSV_DEE1_SAMPLE_22,GSM1884231
1,GSM1884232,"RSV DEE1 Subject 2, Hour 0",RSV.DEE1.Subject.2..Hour.0,GSM1884232,"peripheral blood of RSV DEE1 subject 2, hour 0",virus: RSV,time point: hour 0,subject: RSV DEE1 subject 2,RSV_DEE1_SAMPLE_23,GSM1884232
3,GSM1884233,"RSV DEE1 Subject 2, Hour 5",RSV.DEE1.Subject.2..Hour.5,GSM1884233,"peripheral blood of RSV DEE1 subject 2, hour 5",virus: RSV,time point: hour 5,subject: RSV DEE1 subject 2,RSV_DEE1_SAMPLE_24,GSM1884233
3,GSM1884234,"RSV DEE1 Subject 2, Hour 12",RSV.DEE1.Subject.2..Hour.12,GSM1884234,"peripheral blood of RSV DEE1 subject 2, hour 12",virus: RSV,time point: hour 12,subject: RSV DEE1 subject 2,RSV_DEE1_SAMPLE_25,GSM1884234
3,GSM1884235,"RSV DEE1 Subject 2, Hour 22",RSV.DEE1.Subject.2..Hour.22,GSM1884235,"peripheral blood of RSV DEE1 subject 2, hour 22",virus: RSV,time point: hour 22,subject: RSV DEE1 subject 2,RSV_DEE1_SAMPLE_26,GSM1884235
3,GSM1884236,"RSV DEE1 Subject 2, Hour 29",RSV.DEE1.Subject.2..Hour.29,GSM1884236,"peripheral blood of RSV DEE1 subject 2, hour 29",virus: RSV,time point: hour 29,subject: RSV DEE1 subject 2,RSV_DEE1_SAMPLE_27,GSM1884236
3,GSM1884237,"RSV DEE1 Subject 2, Hour 36",RSV.DEE1.Subject.2..Hour.36,GSM1884237,"peripheral blood of RSV DEE1 subject 2, hour 36",virus: RSV,time point: hour 36,subject: RSV DEE1 subject 2,RSV_DEE1_SAMPLE_28,GSM1884237
3,GSM1884238,"RSV DEE1 Subject 2, Hour 46",RSV.DEE1.Subject.2..Hour.46,GSM1884238,"peripheral blood of RSV DEE1 subject 2, hour 46",virus: RSV,time point: hour 46,subject: RSV DEE1 subject 2,RSV_DEE1_SAMPLE_29,GSM1884238
4,GSM1884239,"RSV DEE1 Subject 2, Hour 53",RSV.DEE1.Subject.2..Hour.53,GSM1884239,"peripheral blood of RSV DEE1 subject 2, hour 53",virus: RSV,time point: hour 53,subject: RSV DEE1 subject 2,RSV_DEE1_SAMPLE_30,GSM1884239
4,GSM1884240,"RSV DEE1 Subject 2, Hour 60",RSV.DEE1.Subject.2..Hour.60,GSM1884240,"peripheral blood of RSV DEE1 subject 2, hour 60",virus: RSV,time point: hour 60,subject: RSV DEE1 subject 2,RSV_DEE1_SAMPLE_31,GSM1884240
4,GSM1884241,"RSV DEE1 Subject 2, Hour 70",RSV.DEE1.Subject.2..Hour.70,GSM1884241,"peripheral blood of RSV DEE1 subject 2, hour 70",virus: RSV,time point: hour 70,subject: RSV DEE1 subject 2,RSV_DEE1_SAMPLE_32,GSM1884241
4,GSM1884242,"RSV DEE1 Subject 2, Hour 77",RSV.DEE1.Subject.2..Hour.77,GSM1884242,"peripheral blood of RSV DEE1 subject 2, hour 77",virus: RSV,time point: hour 77,subject: RSV DEE1 subject 2,RSV_DEE1_SAMPLE_33,GSM1884242
4,GSM1884243,"RSV DEE1 Subject 2, Hour 84",RSV.DEE1.Subject.2..Hour.84,GSM1884243,"peripheral blood of RSV DEE1 subject 2, hour 84",virus: RSV,time point: hour 84,subject: RSV DEE1 subject 2,RSV_DEE1_SAMPLE_34,GSM1884243
4,GSM1884244,"RSV DEE1 Subject 2, Hour 94",RSV.DEE1.Subject.2..Hour.94,GSM1884244,"peripheral blood of RSV DEE1 subject 2, hour 94",virus: RSV,time point: hour 94,subject: RSV DEE1 subject 2,RSV_DEE1_SAMPLE_35,GSM1884244
4,GSM1884245,"RSV DEE1 Subject 2, Hour 101",RSV.DEE1.Subject.2..Hour.101,GSM1884245,"peripheral blood of RSV DEE1 subject 2, hour 101",virus: RSV,time point: hour 101,subject: RSV DEE1 subject 2,RSV_DEE1_SAMPLE_36,GSM1884245
4,GSM1884246,"RSV DEE1 Subject 2, Hour 108",RSV.DEE1.Subject.2..Hour.108,GSM1884246,"peripheral blood of RSV DEE1 subject 2, hour 108",virus: RSV,time point: hour 108,subject: RSV DEE1 subject 2,RSV_DEE1_SAMPLE_37,GSM1884246
4,GSM1884247,"RSV DEE1 Subject 2, Hour 118",RSV.DEE1.Subject.2..Hour.118,GSM1884247,"peripheral blood of RSV DEE1 subject 2, hour 118",virus: RSV,time point: hour 118,subject: RSV DEE1 subject 2,RSV_DEE1_SAMPLE_38,GSM1884247
4,GSM1884248,"RSV DEE1 Subject 2, Hour 125",RSV.DEE1.Subject.2..Hour.125,GSM1884248,"peripheral blood of RSV DEE1 subject 2, hour 125",virus: RSV,time point: hour 125,subject: RSV DEE1 subject 2,RSV_DEE1_SAMPLE_39,GSM1884248
4,GSM1884249,"RSV DEE1 Subject 2, Hour 132",RSV.DEE1.Subject.2..Hour.132,GSM1884249,"peripheral blood of RSV DEE1 subject 2, hour 132",virus: RSV,time point: hour 132,subject: RSV DEE1 subject 2,RSV_DEE1_SAMPLE_40,GSM1884249
4,GSM1884250,"RSV DEE1 Subject 2, Hour 142",RSV.DEE1.Subject.2..Hour.142,GSM1884250,"peripheral blood of RSV DEE1 subject 2, hour 142",virus: RSV,time point: hour 142,subject: RSV DEE1 subject 2,RSV_DEE1_SAMPLE_41,GSM1884250
4,GSM1884251,"RSV DEE1 Subject 2, Hour 166",RSV.DEE1.Subject.2..Hour.166,GSM1884251,"peripheral blood of RSV DEE1 subject 2, hour 166",virus: RSV,time point: hour 166,subject: RSV DEE1 subject 2,RSV_DEE1_SAMPLE_42,GSM1884251
1,GSM1884252,"RSV DEE1 Subject 3, Hour -38",RSV.DEE1.Subject.3..Hour..38,GSM1884252,"peripheral blood of RSV DEE1 subject 3, hour -38",virus: RSV,time point: hour -38,subject: RSV DEE1 subject 3,RSV_DEE1_SAMPLE_43,GSM1884252
1,GSM1884253,"RSV DEE1 Subject 3, Hour 0",RSV.DEE1.Subject.3..Hour.0,GSM1884253,"peripheral blood of RSV DEE1 subject 3, hour 0",virus: RSV,time point: hour 0,subject: RSV DEE1 subject 3,RSV_DEE1_SAMPLE_44,GSM1884253
3,GSM1884254,"RSV DEE1 Subject 3, Hour 5",RSV.DEE1.Subject.3..Hour.5,GSM1884254,"peripheral blood of RSV DEE1 subject 3, hour 5",virus: RSV,time point: hour 5,subject: RSV DEE1 subject 3,RSV_DEE1_SAMPLE_45,GSM1884254
3,GSM1884255,"RSV DEE1 Subject 3, Hour 12",RSV.DEE1.Subject.3..Hour.12,GSM1884255,"peripheral blood of RSV DEE1 subject 3, hour 12",virus: RSV,time point: hour 12,subject: RSV DEE1 subject 3,RSV_DEE1_SAMPLE_46,GSM1884255
3,GSM1884256,"RSV DEE1 Subject 3, Hour 22",RSV.DEE1.Subject.3..Hour.22,GSM1884256,"peripheral blood of RSV DEE1 subject 3, hour 22",virus: RSV,time point: hour 22,subject: RSV DEE1 subject 3,RSV_DEE1_SAMPLE_47,GSM1884256
3,GSM1884257,"RSV DEE1 Subject 3, Hour 29",RSV.DEE1.Subject.3..Hour.29,GSM1884257,"peripheral blood of RSV DEE1 subject 3, hour 29",virus: RSV,time point: hour 29,subject: RSV DEE1 subject 3,RSV_DEE1_SAMPLE_48,GSM1884257
3,GSM1884258,"RSV DEE1 Subject 3, Hour 36",RSV.DEE1.Subject.3..Hour.36,GSM1884258,"peripheral blood of RSV DEE1 subject 3, hour 36",virus: RSV,time point: hour 36,subject: RSV DEE1 subject 3,RSV_DEE1_SAMPLE_49,GSM1884258
3,GSM1884259,"RSV DEE1 Subject 3, Hour 46",RSV.DEE1.Subject.3..Hour.46,GSM1884259,"peripheral blood of RSV DEE1 subject 3, hour 46",virus: RSV,time point: hour 46,subject: RSV DEE1 subject 3,RSV_DEE1_SAMPLE_50,GSM1884259
3,GSM1884260,"RSV DEE1 Subject 3, Hour 53",RSV.DEE1.Subject.3..Hour.53,GSM1884260,"peripheral blood of RSV DEE1 subject 3, hour 53",virus: RSV,time point: hour 53,subject: RSV DEE1 subject 3,RSV_DEE1_SAMPLE_51,GSM1884260
3,GSM1884261,"RSV DEE1 Subject 3, Hour 60",RSV.DEE1.Subject.3..Hour.60,GSM1884261,"peripheral blood of RSV DEE1 subject 3, hour 60",virus: RSV,time point: hour 60,subject: RSV DEE1 subject 3,RSV_DEE1_SAMPLE_52,GSM1884261
